Provincia,Partido,Localidad,bw_hasta_10M,bw_10_a_100M,bw_desde_100M,GrandTotal
NEUQUEN,Zapala,Zapala,4976.0,2200.0,8.0,7184.0
RIO NEGRO,25 de Mayo,Aguada de Guerra,19.0,0.0,0.0,19.0
RIO NEGRO,25 de Mayo,Clemente Onelli,0.0,30.0,0.0,30.0
RIO NEGRO,25 de Mayo,Colan Conhue,1.0,0.0,0.0,1.0
RIO NEGRO,25 de Mayo,El Caín,2.0,0.0,0.0,2.0
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,727.0,590.0,1.0,1318.0
RIO NEGRO,25 de Mayo,Los Menucos,16.0,30.0,0.0,46.0
RIO NEGRO,25 de Mayo,Maquinchao,178.0,0.0,6.0,184.0
RIO NEGRO,25 de Mayo,Pilquiniyeu,1.0,0.0,0.0,1.0
RIO NEGRO,9 de Julio,Comicó,2.0,0.0,0.0,2.0
RIO NEGRO,9 de Julio,Cona Niyeu,2.0,0.0,0.0,2.0
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,153.0,0.0,0.0,153.0
RIO NEGRO,9 de Julio,Prahuaniyeu,1.0,0.0,0.0,1.0
RIO NEGRO,9 de Julio,Sierra Colorada,86.0,0.0,7.0,93.0
RIO NEGRO,9 de Julio,Treneta,2.0,0.0,0.0,2.0
RIO NEGRO,9 de Julio,Yaminué,2.0,0.0,0.0,2.0
RIO NEGRO,Adolfo Alsina,El Cóndor,590.0,0.0,0.0,590.0
RIO NEGRO,Adolfo Alsina,Guardia Mitre,186.0,0.0,0.0,186.0
RIO NEGRO,Adolfo Alsina,San Javier,212.0,0.0,0.0,212.0
RIO NEGRO,Adolfo Alsina,Viedma,2160.0,12516.0,114.0,14790.0
RIO NEGRO,Avellaneda,Chimpay,10.0,6.0,1.0,17.0
RIO NEGRO,Avellaneda,Choele Choel,1749.0,678.0,8.0,2435.0
RIO NEGRO,Avellaneda,Coronel Belisle,131.0,64.0,0.0,195.0
RIO NEGRO,Avellaneda,Darwin,109.0,33.0,1.0,143.0
RIO NEGRO,Avellaneda,Lamarque,1469.0,189.0,2.0,1660.0
RIO NEGRO,Avellaneda,Luis Beltrán,1388.0,269.0,1.0,1658.0
RIO NEGRO,Avellaneda,Pomona,173.0,27.0,1.0,201.0
RIO NEGRO,Bariloche,El Bolsón,4584.0,1025.0,3.0,5612.0
RIO NEGRO,Bariloche,El Foyel,0.0,0.0,1.0,1.0
RIO NEGRO,Bariloche,Rio Villegas,5.0,0.0,2.0,7.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,14756.0,18009.0,15052.0,47817.0
RIO NEGRO,Bariloche,Villa Catedral,36.0,98.0,0.0,134.0
RIO NEGRO,Bariloche,Villa Llao Llao,118.0,104.0,0.0,222.0
RIO NEGRO,Bariloche,Villa Los Coihues,1.0,0.0,0.0,1.0
RIO NEGRO,Bariloche,Villa Mascardi,0.0,4.0,0.0,4.0
RIO NEGRO,Conesa,General Conesa,33.0,1114.0,0.0,1147.0
RIO NEGRO,Conesa,Otros,1.0,0.0,0.0,1.0
RIO NEGRO,El Cuy,Aguada Guzmán,2.0,0.0,1.0,3.0
RIO NEGRO,El Cuy,Cerro Policía,0.0,0.0,1.0,1.0
RIO NEGRO,El Cuy,El Cuy,39.0,24.0,2.0,65.0
RIO NEGRO,El Cuy,Las Perlas,145.0,208.0,0.0,353.0
RIO NEGRO,El Cuy,Mencué,2.0,0.0,0.0,2.0
RIO NEGRO,El Cuy,Naupa Huen,1.0,0.0,0.0,1.0
RIO NEGRO,El Cuy,Valle Azul,2.0,0.0,0.0,2.0
RIO NEGRO,General Roca,Allen,1219.0,682.0,3.0,1904.0
RIO NEGRO,General Roca,Barda del Medio,231.0,0.0,1.0,232.0
RIO NEGRO,General Roca,Barrio Destacamento,0.0,0.0,1.0,1.0
RIO NEGRO,General Roca,Barrio El Labrador,51.0,40.0,0.0,91.0
RIO NEGRO,General Roca,Barrio Guerrico,47.0,244.0,0.0,291.0
RIO NEGRO,General Roca,Catriel,528.0,0.0,2619.0,3147.0
RIO NEGRO,General Roca,Cervantes,215.0,0.0,0.0,215.0
RIO NEGRO,General Roca,Chichinales,229.0,2.0,0.0,231.0
RIO NEGRO,General Roca,Cinco Saltos,2250.0,799.0,2728.0,5777.0
RIO NEGRO,General Roca,Cipolletti,786.0,20035.0,1752.0,22573.0
RIO NEGRO,General Roca,Contralmirante Cordero,526.0,0.0,0.0,526.0
RIO NEGRO,General Roca,Ferri,314.0,0.0,0.0,314.0
RIO NEGRO,General Roca,General Enrique Godoy,285.0,2.0,0.0,287.0
RIO NEGRO,General Roca,General Fernández Oro,762.0,322.0,2129.0,3213.0
RIO NEGRO,General Roca,General Roca,4589.0,17388.0,944.0,22921.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,460.0,309.0,0.0,769.0
RIO NEGRO,General Roca,Mainqué,93.0,0.0,0.0,93.0
RIO NEGRO,General Roca,Peñas Blancas,2.0,0.0,0.0,2.0
RIO NEGRO,General Roca,Sargento Vidal,120.0,61.0,0.0,181.0
RIO NEGRO,General Roca,Villa Manzano,1074.0,61.0,20.0,1155.0
RIO NEGRO,General Roca,Villa Regina,1004.0,621.0,0.0,1625.0
RIO NEGRO,General Roca,Villa San Isidro,15.0,25.0,0.0,40.0
RIO NEGRO,Ñorquincó,Mamuel Choique,1.0,0.0,0.0,1.0
RIO NEGRO,Ñorquincó,Ñorquincó,7.0,0.0,0.0,7.0
RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),2.0,0.0,0.0,2.0
RIO NEGRO,OTROS,Otros,0.0,0.0,1351.0,1351.0
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,1.0,0.0,0.0,1.0
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,2.0,0.0,0.0,2.0
RIO NEGRO,Pichi Mahuida,Juventud Unida,1.0,0.0,0.0,1.0
RIO NEGRO,Pichi Mahuida,Pichi Mahuida,0.0,0.0,1.0,1.0
RIO NEGRO,Pichi Mahuida,Río Colorado,3507.0,437.0,1.0,3945.0
RIO NEGRO,Pichi Mahuida,Salto Andersen,1.0,0.0,0.0,1.0
RIO NEGRO,Pilcaniyeu,Comallo,294.0,6.0,1.0,301.0
RIO NEGRO,Pilcaniyeu,Dina Huapi,187.0,221.0,101.0,509.0
RIO NEGRO,Pilcaniyeu,Laguna Blanca,2.0,0.0,0.0,2.0
RIO NEGRO,Pilcaniyeu,Paso Flores,2.0,0.0,0.0,2.0
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,0.0,3.0,1.0,4.0
RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,1.0,0.0,0.0,1.0
RIO NEGRO,Pilcaniyeu,Villa Llanquín,1.0,0.0,0.0,1.0
RIO NEGRO,San Antonio,Las Grutas,159.0,1897.0,0.0,2056.0
RIO NEGRO,San Antonio,Playas Doradas,289.0,0.0,0.0,289.0
RIO NEGRO,San Antonio,Puerto San Antonio Este,51.0,1.0,0.0,52.0
RIO NEGRO,San Antonio,Punta Colorada,5.0,0.0,0.0,5.0
RIO NEGRO,San Antonio,Saco Viejo,31.0,0.0,1.0,32.0
RIO NEGRO,San Antonio,San Antonio Oeste,1409.0,2468.0,1.0,3878.0
RIO NEGRO,San Antonio,Sierra Grande,2102.0,52.0,1.0,2155.0
RIO NEGRO,Valcheta,Aguada Cecilio,0.0,1.0,0.0,1.0
RIO NEGRO,Valcheta,Arroyo Los Berros,2.0,0.0,0.0,2.0
RIO NEGRO,Valcheta,Arroyo Ventana,1.0,0.0,0.0,1.0
RIO NEGRO,Valcheta,Nahuel Niyeu,0.0,13.0,0.0,13.0
RIO NEGRO,Valcheta,Sierra Pailemán,2.0,0.0,0.0,2.0
RIO NEGRO,Valcheta,Valcheta,174.0,861.0,1.0,1036.0
SALTA,Anta,Apolinario Saravia,710.0,2.0,0.0,712.0
SALTA,Anta,Ceibalito,0.0,0.0,4.0,4.0
SALTA,Anta,Coronel Mollinedo,2.0,1.0,0.0,3.0
SALTA,Anta,Coronel Olleros,2.0,0.0,1.0,3.0
SALTA,Anta,El Quebrachal,1604.0,13.0,2.0,1619.0
SALTA,Anta,Gaona,502.0,9.0,0.0,511.0
SALTA,Anta,General Pizarro,52.0,0.0,0.0,52.0
SALTA,Anta,Joaquín V. González,5426.0,104.0,0.0,5530.0
SALTA,Anta,Las Lajitas,688.0,0.0,5.0,693.0
SALTA,Anta,Luis Burela,2.0,1.0,0.0,3.0
SALTA,Anta,Piquete Cabado,4.0,2.0,0.0,6.0
SALTA,Anta,Río del Valle,4.0,0.0,0.0,4.0
SALTA,Anta,Tolloche,0.0,1.0,1.0,2.0
SALTA,Cachi,Cachi,293.0,0.0,0.0,293.0
SALTA,Cachi,Payogasta,30.0,0.0,0.0,30.0
SALTA,Cafayate,Cafayate,1117.0,175.0,0.0,1292.0
SALTA,Cafayate,Tolombón,0.0,0.0,0.0,0.0
SALTA,Capital,Atocha,68.0,1.0,0.0,69.0
SALTA,Capital,El Tipal - La Almudena,70.0,1.0,1.0,72.0
SALTA,Capital,La Ciénaga y Barrio San Rafael,42.0,2.0,0.0,44.0
SALTA,Capital,Las Costas,49.0,0.0,0.0,49.0
SALTA,Capital,Otros,1.0,0.0,0.0,1.0
SALTA,Capital,Salta,54448.0,76233.0,4647.0,135328.0
SALTA,Capital,Villa San Lorenzo,446.0,1865.0,148.0,2459.0
SALTA,Cerrillos,Barrio El Congreso,15.0,0.0,0.0,15.0
SALTA,Cerrillos,Barrio Las Tunas,8.0,0.0,0.0,8.0
SALTA,Cerrillos,Barrio Los Pinares,204.0,1.0,0.0,205.0
SALTA,Cerrillos,Cerrillos,1092.0,2652.0,128.0,3872.0
SALTA,Cerrillos,La Merced,985.0,1.0,70.0,1056.0
SALTA,Cerrillos,San Agustín,61.0,2.0,40.0,103.0
SALTA,Chicoana,Barrio Finca La Maroma,10.0,0.0,0.0,10.0
SALTA,Chicoana,Barrio La Rotonda,162.0,0.0,10.0,172.0
SALTA,Chicoana,Barrio Santa Teresita,60.0,0.0,0.0,60.0
SALTA,Chicoana,Chicoana,358.0,5.0,15.0,378.0
SALTA,Chicoana,El Carril,1623.0,1.0,121.0,1745.0
SALTA,General Güemes,Campo Santo,165.0,7.0,0.0,172.0
SALTA,General Güemes,Cobos,63.0,0.0,0.0,63.0
SALTA,General Güemes,El Bordo,66.0,0.0,0.0,66.0
SALTA,General Güemes,General Güemes,2395.0,164.0,1.0,2560.0
SALTA,Grl. José de San Martín,Aguaray,1209.0,59.0,2.0,1270.0
SALTA,Grl. José de San Martín,Campamento Vespucio,171.0,25.0,1.0,197.0
SALTA,Grl. José de San Martín,Campichuelo,0.0,0.0,2.0,2.0
SALTA,Grl. José de San Martín,Campo Durán,1.0,0.0,0.0,1.0
SALTA,Grl. José de San Martín,Coronel Cornejo,14.0,3.0,0.0,17.0
SALTA,Grl. José de San Martín,Dragones,63.0,0.0,1.0,64.0
SALTA,Grl. José de San Martín,Embarcación,2065.0,200.0,536.0,2801.0
SALTA,Grl. José de San Martín,General Ballivián,51.0,1.0,0.0,52.0
SALTA,Grl. José de San Martín,General Mosconi,1248.0,113.0,0.0,1361.0
SALTA,Grl. José de San Martín,Hickman,0.0,0.0,69.0,69.0
SALTA,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,0.0,0.0,3.0,3.0
SALTA,Grl. José de San Martín,Misión Kilómetro 6,0.0,0.0,2.0,2.0
SALTA,Grl. José de San Martín,Pacará,0.0,0.0,2.0,2.0
SALTA,Grl. José de San Martín,Padre Lozano,0.0,0.0,0.0,0.0
SALTA,Grl. José de San Martín,Piquirenda,1.0,0.0,0.0,1.0
SALTA,Grl. José de San Martín,Profesor Salvador Mazza,1004.0,84.0,0.0,1088.0
SALTA,Grl. José de San Martín,Tartagal,6603.0,1595.0,3089.0,11287.0
SALTA,Grl. José de San Martín,Tobantirenda,3.0,0.0,0.0,3.0
SALTA,Grl. José de San Martín,Yacuy,3.0,0.0,0.0,3.0
SALTA,Guachipas,Guachipas,113.0,0.0,35.0,148.0
SALTA,Iruya,Iruya,45.0,3.0,80.0,128.0
SALTA,Iruya,Isla de Cañas,28.0,0.0,0.0,28.0
SALTA,Iruya,Pueblo Viejo,0.0,1.0,0.0,1.0
SALTA,La Caldera,La Caldera,57.0,2.0,295.0,354.0
SALTA,La Caldera,Vaqueros,655.0,17.0,296.0,968.0
SALTA,La Candelaria,El Jardín,38.0,0.0,0.0,38.0
SALTA,La Candelaria,El Tala,177.0,0.0,0.0,177.0
SALTA,La Candelaria,La Candelaria,36.0,0.0,0.0,36.0
SALTA,La Poma,La Poma,46.0,0.0,0.0,46.0
SALTA,La Viña,Ampascachi,2.0,0.0,0.0,2.0
SALTA,La Viña,Cabra Corral,2.0,0.0,0.0,2.0
SALTA,La Viña,Coronel Moldes,56.0,2.0,115.0,173.0
SALTA,La Viña,La Viña,100.0,0.0,0.0,100.0
SALTA,La Viña,Talapampa,2.0,0.0,0.0,2.0
SALTA,Los Andes,Olacapato,32.0,1.0,4.0,37.0
SALTA,Los Andes,San Antonio de los Cobres,99.0,0.0,12.0,111.0
SALTA,Los Andes,Santa Rosa de los Pastos Grandes,45.0,0.0,3.0,48.0
SALTA,Los Andes,Tolar Grande,29.0,1.0,4.0,34.0
SALTA,Metán,El Galpón,371.0,8.0,0.0,379.0
SALTA,Metán,El Tunal,81.0,0.0,0.0,81.0
SALTA,Metán,Lumbreras,41.0,0.0,0.0,41.0
SALTA,Metán,Metán Viejo,41.0,1.0,0.0,42.0
SALTA,Metán,Río Piedras,46.0,6.0,0.0,52.0
SALTA,Metán,San José de Metán,3453.0,217.0,3.0,3673.0
SALTA,Metán,San José de Orquera,15.0,0.0,0.0,15.0
SALTA,Molinos,Molinos,47.0,4.0,0.0,51.0
SALTA,Molinos,Seclantás,23.0,3.0,0.0,26.0
SALTA,Orán,Aguas Blancas,76.0,0.0,0.0,76.0
SALTA,Orán,Colonia Santa Rosa,381.0,0.0,100.0,481.0
SALTA,Orán,El Tabacal,0.0,75.0,6.0,81.0
SALTA,Orán,Hipólito Yrigoyen,1194.0,84.0,40.0,1318.0
SALTA,Orán,Pichanal,482.0,53.0,103.0,638.0
SALTA,Orán,San Ramón de la Nueva Orán,3520.0,3020.0,767.0,7307.0
SALTA,Orán,Urundel,89.0,0.0,0.0,89.0
SALTA,OTROS,Otros,2.0,0.0,129.0,131.0
SALTA,Rivadavia,Alto de la Sierra,6.0,0.0,3.0,9.0
SALTA,Rivadavia,Capitán Juan Pagé,4.0,0.0,0.0,4.0
SALTA,Rivadavia,Coronel Juan Solá,136.0,1.0,0.0,137.0
SALTA,Rivadavia,La Unión,0.0,0.0,1.0,1.0
SALTA,Rivadavia,Los Blancos,9.0,0.0,0.0,9.0
SALTA,Rivadavia,Pluma de Pato,6.0,0.0,0.0,6.0
SALTA,Rivadavia,Rivadavia,1.0,0.0,0.0,1.0
SALTA,Rivadavia,Santa María,0.0,0.0,5.0,5.0
SALTA,Rivadavia,Santa Victoria Este,58.0,2.0,10.0,70.0
SALTA,Rosario de la Frontera,Antilla,2.0,0.0,1.0,3.0
SALTA,Rosario de la Frontera,Copo Quile,35.0,0.0,0.0,35.0
SALTA,Rosario de la Frontera,El Naranjo,39.0,0.0,1.0,40.0
SALTA,Rosario de la Frontera,El Potrero,1.0,1.0,0.0,2.0
SALTA,Rosario de la Frontera,Rosario de la Frontera,2742.0,194.0,1.0,2937.0
SALTA,Rosario de Lerma,Campo Quijano,727.0,2.0,0.0,729.0
SALTA,Rosario de Lerma,La Merced Del Encón,257.0,0.0,0.0,257.0
SALTA,Rosario de Lerma,La Silleta,351.0,9.0,0.0,360.0
SALTA,Rosario de Lerma,Rosario de Lerma,4101.0,194.0,10.0,4305.0
SALTA,San Carlos,Angastaco,44.0,2.0,0.0,46.0
SALTA,San Carlos,Animaná,52.0,0.0,0.0,52.0
SALTA,San Carlos,El Barrial,0.0,0.0,400.0,400.0
SALTA,San Carlos,San Carlos,97.0,0.0,0.0,97.0
SALTA,Santa Victoria,Acoyte,8.0,2.0,0.0,10.0
SALTA,Santa Victoria,Campo La Cruz,0.0,0.0,50.0,50.0
SALTA,Santa Victoria,Los Toldos,37.0,5.0,0.0,42.0
SALTA,Santa Victoria,Nazareno,61.0,0.0,135.0,196.0
SALTA,Santa Victoria,Poscaya,0.0,0.0,30.0,30.0
SALTA,Santa Victoria,San Marcos,0.0,0.0,30.0,30.0
SALTA,Santa Victoria,Santa Victoria,265.0,12.0,0.0,277.0
SAN JUAN,25 de Mayo,Tupelí,60.0,0.0,0.0,60.0
SAN JUAN,25 de Mayo,Villa Borjas,7.0,1.0,0.0,8.0
SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,80.0,0.0,0.0,80.0
SAN JUAN,25 de Mayo,Villa Santa Rosa,53.0,0.0,0.0,53.0
SAN JUAN,9 de Julio,9 de Julio,314.0,13.0,11.0,338.0
SAN JUAN,9 de Julio,Alto de Sierra,6.0,0.0,0.0,6.0
SAN JUAN,9 de Julio,Colonia Fiorito,3.0,0.0,0.0,3.0
SAN JUAN,9 de Julio,Las Chacritas,108.0,8.0,0.0,116.0
SAN JUAN,9 de Julio,Otros,1.0,0.0,0.0,1.0
SAN JUAN,Albardón,El Rincón,423.0,98.0,0.0,521.0
SAN JUAN,Albardón,Otros,0.0,0.0,300.0,300.0
SAN JUAN,Albardón,Villa General San Martin,24.0,0.0,0.0,24.0
SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,160.0,4.0,0.0,164.0
SAN JUAN,Angaco,Otros,0.0,0.0,72.0,72.0
SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,125.0,2.0,0.0,127.0
SAN JUAN,Calingasta,Barreal - Villa Pituil,1294.0,0.0,0.0,1294.0
SAN JUAN,Calingasta,Calingasta,370.0,0.0,2.0,372.0
SAN JUAN,Calingasta,Tamberías,130.0,0.0,0.0,130.0
SAN JUAN,Capital,San Juan,16214.0,39639.0,701.0,56554.0
SAN JUAN,Caucete,Bermejo,1.0,0.0,0.0,1.0
SAN JUAN,Caucete,Caucete,880.0,643.0,2500.0,4023.0
SAN JUAN,Caucete,Vallecito,5.0,0.0,250.0,255.0
SAN JUAN,Caucete,Villa Independencia,13.0,1.0,0.0,14.0
SAN JUAN,Chimbas,Chimbas,3542.0,2284.0,0.0,5826.0
SAN JUAN,Chimbas,Villa Paula Albarracin,2.0,1.0,0.0,3.0
SAN JUAN,Iglesia,Angualasto,38.0,0.0,0.0,38.0
SAN JUAN,Iglesia,Bella Vista,43.0,0.0,1.0,44.0
SAN JUAN,Iglesia,Iglesia,79.0,0.0,11.0,90.0
SAN JUAN,Iglesia,Las Flores,109.0,0.0,1.0,110.0
SAN JUAN,Iglesia,Pismanta,22.0,0.0,2.0,24.0
SAN JUAN,Iglesia,Rodeo,424.0,9.0,10.0,443.0
SAN JUAN,Iglesia,Tudcum,87.0,0.0,1.0,88.0
SAN JUAN,Jáchal,El Médano,52.0,0.0,0.0,52.0
SAN JUAN,Jáchal,Gran China,82.0,0.0,0.0,82.0
SAN JUAN,Jáchal,Huaco,109.0,0.0,0.0,109.0
SAN JUAN,Jáchal,Mogna,5.0,0.0,0.0,5.0
SAN JUAN,Jáchal,Niquivil,25.0,0.0,0.0,25.0
SAN JUAN,Jáchal,Pampa Vieja,86.0,0.0,0.0,86.0
SAN JUAN,Jáchal,San Isidro,97.0,0.0,0.0,97.0
SAN JUAN,Jáchal,San José de Jáchal,1091.0,1.0,1.0,1093.0
SAN JUAN,Jáchal,Tamberías,62.0,0.0,0.0,62.0
SAN JUAN,Jáchal,Villa Malvinas Argentinas,25.0,0.0,0.0,25.0
SAN JUAN,Jáchal,Villa Mercedes,171.0,0.0,3.0,174.0
SAN JUAN,OTROS,Otros,4.0,0.0,7313.0,7317.0
SAN JUAN,Pocito,Barrio Ruta 40,14.0,0.0,0.0,14.0
SAN JUAN,Pocito,Carpintería,14.0,0.0,0.0,14.0
SAN JUAN,Pocito,Quinto Cuartel,58.0,0.0,0.0,58.0
SAN JUAN,Pocito,Villa Aberastain,51.0,6.0,0.0,57.0
SAN JUAN,Pocito,Villa Aberastain - La Rinconada,400.0,305.0,0.0,705.0
SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,98.0,0.0,0.0,98.0
SAN JUAN,Pocito,Villa Centenario,56.0,0.0,0.0,56.0
SAN JUAN,Rawson,El Medanito,32.0,0.0,0.0,32.0
SAN JUAN,Rawson,Rawson,6785.0,2408.0,2.0,9195.0
SAN JUAN,Rawson,Villa Bolaños,263.0,82.0,0.0,345.0
SAN JUAN,Rawson,Villa Krause,211.0,42.0,0.0,253.0
SAN JUAN,Rivadavia,Rivadavia,3721.0,1244.0,0.0,4965.0
SAN JUAN,San Martín,Barrio Sadop,2.0,0.0,0.0,2.0
SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),34.0,0.0,0.0,34.0
SAN JUAN,San Martín,San Isidro (Est. Los Angacos),6.0,0.0,0.0,6.0
SAN JUAN,San Martín,Villa Dominguito (Est. Puntilla Blanca),2.0,0.0,0.0,2.0
SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),74.0,0.0,0.0,74.0
SAN JUAN,San Martín,Villa El Salvador,4.0,0.0,0.0,4.0
SAN JUAN,San Martín,Villa San Martín,18.0,0.0,210.0,228.0
SAN JUAN,Santa Lucía,Alto de Sierra,12.0,6.0,0.0,18.0
SAN JUAN,Santa Lucía,Santa Lucía,4059.0,1328.0,9.0,5396.0
SAN JUAN,Sarmiento,Cañada Honda,4.0,0.0,0.0,4.0
SAN JUAN,Sarmiento,Cienaguita,2.0,0.0,0.0,2.0
SAN JUAN,Sarmiento,Divisadero,11.0,0.0,0.0,11.0
SAN JUAN,Sarmiento,Guanacache,8.0,0.0,0.0,8.0
SAN JUAN,Sarmiento,Las Lagunas,1.0,0.0,0.0,1.0
SAN JUAN,Sarmiento,Los Berros,68.0,2.0,0.0,70.0
SAN JUAN,Sarmiento,Pedernal,11.0,0.0,0.0,11.0
SAN JUAN,Sarmiento,Punta del Médano,1.0,0.0,0.0,1.0
SAN JUAN,Sarmiento,Villa Media Agua,156.0,6.0,42.0,204.0
SAN JUAN,Ullum,Villa Ibáñez,386.0,2.0,0.0,388.0
SAN JUAN,Valle Fértil,Astica,30.0,0.0,0.0,30.0
SAN JUAN,Valle Fértil,Otros,0.0,0.0,190.0,190.0
SAN JUAN,Valle Fértil,Villa San Agustín,264.0,0.0,1.0,265.0
SAN JUAN,Zonda,Villa Basilio Nievas,340.0,9.0,0.0,349.0
SAN LUIS,Ayacucho,Candelaria,0.0,882.0,0.0,882.0
SAN LUIS,Ayacucho,La Majada,0.0,19.0,0.0,19.0
SAN LUIS,Ayacucho,Leandro N. Alem,0.0,13.0,0.0,13.0
SAN LUIS,Ayacucho,Lomas Blancas,0.0,21.0,0.0,21.0
SAN LUIS,Ayacucho,Luján,105.0,1091.0,0.0,1196.0
SAN LUIS,Ayacucho,Otros,3.0,0.0,0.0,3.0
SAN LUIS,Ayacucho,Pampa Grande,1.0,0.0,0.0,1.0
SAN LUIS,Ayacucho,Quines,1.0,37.0,0.0,38.0
SAN LUIS,Ayacucho,Río Juan Gómez,0.0,76.0,0.0,76.0
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,279.0,1156.0,0.0,1435.0
SAN LUIS,Ayacucho,San Miguel,0.0,0.0,1.0,1.0
SAN LUIS,Belgrano,La Calera,0.0,392.0,0.0,392.0
SAN LUIS,Belgrano,Los Molles,0.0,246.0,0.0,246.0
SAN LUIS,Belgrano,Nogolí,0.0,660.0,0.0,660.0
SAN LUIS,Belgrano,San Pedro,0.0,13.0,0.0,13.0
SAN LUIS,Belgrano,Villa de la Quebrada,0.0,513.0,0.0,513.0
SAN LUIS,Belgrano,Villa General Roca,0.0,283.0,0.0,283.0
SAN LUIS,Chacabuco,Concarán,262.0,1552.0,0.0,1814.0
SAN LUIS,Chacabuco,Cortaderas,1.0,891.0,0.0,892.0
SAN LUIS,Chacabuco,El Algarrobal,1.0,0.0,0.0,1.0
SAN LUIS,Chacabuco,Naschel,245.0,880.0,0.0,1125.0
SAN LUIS,Chacabuco,Papagayos,0.0,61.0,0.0,61.0
SAN LUIS,Chacabuco,Renca,0.0,106.0,0.0,106.0
SAN LUIS,Chacabuco,San Pablo,0.0,74.0,0.0,74.0
SAN LUIS,Chacabuco,Tilisarao,320.0,1270.0,0.0,1590.0
SAN LUIS,Chacabuco,Villa del Carmen,45.0,308.0,0.0,353.0
SAN LUIS,Chacabuco,Villa Larca,50.0,508.0,0.0,558.0
SAN LUIS,Coronel Pringles,Carolina,0.0,229.0,0.0,229.0
SAN LUIS,Coronel Pringles,El Durazno,0.0,66.0,0.0,66.0
SAN LUIS,Coronel Pringles,El Trapiche,0.0,1008.0,0.0,1008.0
SAN LUIS,Coronel Pringles,Fraga,60.0,249.0,0.0,309.0
SAN LUIS,Coronel Pringles,La Bajada,0.0,72.0,0.0,72.0
SAN LUIS,Coronel Pringles,La Florida,0.0,87.0,0.0,87.0
SAN LUIS,Coronel Pringles,La Toma,475.0,17.0,0.0,492.0
SAN LUIS,Coronel Pringles,Otros,27.0,0.0,0.0,27.0
SAN LUIS,Coronel Pringles,Río Grande,0.0,187.0,0.0,187.0
SAN LUIS,Coronel Pringles,Saladillo,0.0,1988.0,0.0,1988.0
SAN LUIS,General Pedernera,Juan Jorba,0.0,28.0,0.0,28.0
SAN LUIS,General Pedernera,Juan Llerena,0.0,130.0,0.0,130.0
SAN LUIS,General Pedernera,Justo Daract,681.0,3374.0,0.0,4055.0
SAN LUIS,General Pedernera,La Angelina,0.0,1127.0,0.0,1127.0
SAN LUIS,General Pedernera,La Punilla,0.0,9.0,0.0,9.0
SAN LUIS,General Pedernera,Lavaisse,0.0,58.0,0.0,58.0
SAN LUIS,General Pedernera,San José del Morro,0.0,381.0,0.0,381.0
SAN LUIS,General Pedernera,Villa Mercedes,20364.0,21007.0,14402.0,55773.0
SAN LUIS,General Pedernera,Villa Salles,5.0,22.0,0.0,27.0
SAN LUIS,Gobernador Dupuy,Anchorena,0.0,212.0,0.0,212.0
SAN LUIS,Gobernador Dupuy,Arizona,0.0,257.0,0.0,257.0
SAN LUIS,Gobernador Dupuy,Bagual,0.0,64.0,0.0,64.0
SAN LUIS,Gobernador Dupuy,Batavia,2.0,196.0,0.0,198.0
SAN LUIS,Gobernador Dupuy,Buena Esperanza,300.0,662.0,0.0,962.0
SAN LUIS,Gobernador Dupuy,Fortín El Patria,0.0,194.0,1.0,195.0
SAN LUIS,Gobernador Dupuy,Fortuna,0.0,149.0,1.0,150.0
SAN LUIS,Gobernador Dupuy,La Maroma,1.0,0.0,1.0,2.0
SAN LUIS,Gobernador Dupuy,Martín de Loyola,2.0,509.0,0.0,511.0
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,0.0,20.0,0.0,20.0
SAN LUIS,Gobernador Dupuy,Navia,2.0,83.0,0.0,85.0
SAN LUIS,Gobernador Dupuy,Nueva Galia,139.0,361.0,0.0,500.0
SAN LUIS,Gobernador Dupuy,Unión,0.0,810.0,0.0,810.0
SAN LUIS,Junín,Carpinteria,166.0,900.0,0.0,1066.0
SAN LUIS,Junín,Cerro de Oro,40.0,250.0,0.0,290.0
SAN LUIS,Junín,Lafinur,0.0,51.0,0.0,51.0
SAN LUIS,Junín,Los Cajones,0.0,64.0,0.0,64.0
SAN LUIS,Junín,Los Molles,42.0,12.0,0.0,54.0
SAN LUIS,Junín,Merlo,1454.0,5160.0,34.0,6648.0
SAN LUIS,Junín,Santa Rosa del Conlara,422.0,1595.0,0.0,2017.0
